mensagem,odio
irmao esse negócio do super grupo e blá blá blá só tá servindo pra exol falar mal do nct puta merda,0
"pqp que professor,
conte comigo pra tudo",0
eu desisto de tentar viver em sociedade …,0
"que raiva, pqp",0
rt @user tenho amigo fei não pqp ,0
"Refugiados Muçulmanos são flagrados atacando a Polícia Nacional Francesa.
Não são manifestantes. São anarquistas... ",0
Criminosos. ( pode vir eu estou pronto).,0
@user notícia plantada é mto bom kkk,0
acho que eu vou morrer de fumar cigarro,0
"@user é muito vagabundo junto!
dia 13, vai mandar um currículo pra ver se sai da inutilidade, membros da une.",1
@user pq não tenho fotos boas para postar e pq eu sou feia 👍 ,0
"o pai matou a filha de 6 anos, tirou da escola pra não desconfiarem das agressões, tava com a guarda da criança pra não pagar pensão de 200 REAIS, vai tomar no cu, país lixo!!!!!",0
Faz parte do patriarcado brasileiro querem o que?? Homens nojentos que já veem meninas como mulheres.,0
@user ai vcs sao chato pa caraio,1
@user epiduo só é bom no começo dps tive que usar o vitacid gel,0
"Gente, eu pergunto: se os criminos começarem a fazer uma revolução aqui queimando onibus, invadindo residencias, promovendo o mesmo terrorismo que estão fazendo no chile, o qie vocês esperam? Que o governo responda com livros e flores.",0
mano eu só moro com gente preguiçosa inutil que nao move um musculo pra fazer uma porra de uma minima coisa.,1
odio fixo xoxa capenga,0
Um vagabundo daquele.,0
"E direitos, fora bolsonaro",0
"Esse elemento não fala uma frase sem insultar, desprezar e desmerecer algo ou alguma coisa. Que tipo de mulher criou essa criatura.",1
Essa mulher é doente.pilantra!,0
trabalha de palhaço é uma palhaçada,1
Bruxa ladra dozinferno 🔥,1
"@user @user quem arrenda pra plantar em saca talvez consiga se manter, mas vamos ter q rebolar",0
"de mim, para mim:
- nunca mais de coloque na porra de um pedestal.",0
RT @user @user amei esse tt,0
"Manuela doa seu salário pra mim, SUA COMUNISTA",1
"rt @user um vídeo antigo do putinho
@user cavalgando!😈
ainda vms marcar uma orgia e colocar bagulho doidão😝 ",0
"Joice, vc ta pior que a pirralha",0
Não se aproveita nada dessa foto,0
parem amigos link,0
você tem fetiche em rola grande? — kkkkkkkkkkkkk ,0
"Ele não tem cacife para ser um representante do Povo,ele não tem capacidade intelectual de exercer cargos públicos. #ForaDeputadoTadeu",0
vou ficar calada.,0
"Bom dia pra você que acordou com esse presente da """"jornalista"""" mais SEM VERGONHA do canal mais CANALHA que há! ",0
rt @user velozes e furiosos começa meio vingadores e termina meio moana,0
@user com certeza kkk,0
"BRASIL

TEMOS QUE IR P/ AS RUAS MOSTRAR NOSSA INDIGNAÇÃO EXCLUSIVA P/ COM A SUPREMA CORTE

Unicamente contra esse antro desleal aos Patriotas

Eles querem biscoito? 

Porém ganharão é a população em massa nas ruas dizendo que repudiamos essa Corte Vergonhosa #NasRuasContraSTF",0
@user quem desarma mais? Geromel ou Maicon?,0
"esse fdp q matou a própria filha merece muita madeirada, que ódio",1
odeio quando as pessoas furam comigo... mais de um mês esperando essa porra e até agora nada 😒😠,0
"É o satanás , merece ser queimado no fogo do inferno",0
passando uma gravidinha aq ????? link,0
"RT @user Uma preguiça: mina childfree.
Mano, num quer ter filho, não tenha. Agora ficar postando como se criança fosse o mal da human _",0
"@user @user @user O babaca do diretor do INPE queria colocar todo o aumento desde 2017 a 2018 na conta do Bolsonaro com apenas 6 meses! Tá certo isso? O Min. Ricardo Salles e o Bolsonaro não negaram aumento, mas apenas questionaram a culpa do Bolsonaro, como o imbecil queria dar entender que era!",1
tô sem nada pra fazer vou lá ver,0
"eu não tô aguentando mais a minha sala, que ódio",0
Perfeito! Pena que sua @user faz isso O TEMPO TODO!! ,0
"link @user (dep nikole) @user @user @user @user @user toc, toc, toc. é a pf, hasselman a bolsonaro. assista ao vídeo até o fim. inscreva-se no canal. dê o joinha. ative o sininho de notificações e compartilhe!",0
"@user @user k-army não contém cmg pra nada! 

pqp, vão ser mimadas assim no infernooo oh caralhoooooooooo",1
phish - sigma oasis £25.29 link link,0
já reparou? link,0
"@user um colocava sigilo de 100 anos, o outro assina decretos para facilitar a transparência. diferenças!",0
tnc desse professor vey,0
@user eu teria usado a faca pra cortar o pinto fora logo,0
então minhas fãs de me deram uma estrela e eu não sei bem como reagir isso,0
@user @user velho burro do caralho,1
rt @user spoofing é o nome da operação que busca hackers ,0
rt @user @user @user mais uma fake da foice de sp  #stfvergonhanacional ,0
kkkkkkkkkk que povinho fudido,1
"RT @user  Não Tanto Quanto Você Militante @user Defensora De Ditaduras Em Angola, Cuba e Venezuela e Defensora Da Corrup _",0
lendo os comentários e entendendo melhor pq o meu grupo apanhava com rn,0
"fila pra pegar comida, fila pra pagar a comida.. pqp, só quero almoçar.",0
"uma senhora com wpp mandando mensagem pra mim achando q sou Batista KKKKKKK como a pessoa erra o número e cai logo no meu 😂 ""desculpa minha filha eu anotei número errado tchau """,0
aulas de química duram uma eternidade para mim.,0
Esse lixo... Um verdadeiro canalha...,0
"e a blink que não tira o pau do bts da boca, fala mais deles do que das próprias favskk auge",0
ALÔ RAPAZIADA: VAMOS RESPEITAR AS DONZELAS SEUS PORCOS BÊBADOS IMUNDOS #PAZ #CarnavalSemAssedio #usecamisinha ,0
"caralho voces tao chorando pela saida do malcom mds

desde quando ele chegou era OBVIO q ele nao teria muitas oportunidades. isso sempre foi OBVIO. n sei pra q todo esse choro.",0
"só vou pro salgueiro no dia da portela, vila, grande rio e beija flor. tô fora de outros dias",0
Lembra qnd ce era gorda e feia? —_ sou até hoje  ,1
"o engraçado é se pagar tanto de boazinha, e ser a maior vagabunda 🤣😶",1
"mano sim!!! eu enfiaria a faca logo, fds",1
havia tanta roupa mas tinha de ser igual à minha porra,0
q stf vergonha nacional o q vai lava uma louça fdp,1
garoto burro do caralho,1
vai pra porra moss,1
perfeita!,0
recado do banheiro de stl link,0
@user por mim era loader e veron a titulares.,0
Se diz evangélico.pior dos seres a pedra arremessada e igual bumerangue prezado divirta.se com seu veneno.,1
Vota numa praga dessas!,0
meus pais viajaram fin de e nada p fazer em casa,0
acho surreal q da msm forma q tudo é uma luta pra mim… qndo os bglhs dão errado q é a coisa mais normal na minha vida o “da errado” eu reajo como uma menininha mimada… sendo q sou mimada em 0 aspecto na minha vida,0
"Rafa saiu pra viajar e pediu pra mim cuidar dos cachorros dela ai fui na casa da mo莽a vizinha dela que me deu a chave errada, tnc mo莽a lerda fez eu andar um bucado atoa",0
Arrasou com o Chile agora o Chile está com crescimento lá em cima ainda quer dar pitaco aqui,0
Esse cara é ridículo!!!,0
boa miltão!!!! acredito que o povo aprova...,0
Parabéns ministro,0
"@user Bolsonaro aceitaria ele como VICE,agora pergunta ao Dória se ele aceitaria ser vice ou ao menos colocar o Bolsonaro como vice",0
clube das pessoas que saem pra comprar 1 coisa e voltam com monte de treco menos a coisa,0
"to nervosa,muito nervosa pqp",0
@user @user @user vai te fuder,1
"você sabia que, desde 2019, a transmissão vertical do hiv, aquela que ocorre da pessoa gestante para a criança, está eliminada na cidade de são paulo? link",0
"@user @user @user Não faz diferença não. Era 50/50. É que a gente domina Manaus mesmo, até jogando serie B e com um time ridículo  ",0
"Parabéns, Facchini!!!",0
@user kkkkkkkkkkkkkkk pqp thiagao,0
rt @user 🌟 parabéns ao @user pelo daesang m2 top video no m2 x genie music awards 2019! 🎉 ,0
@user @user nois,0
"rt @user tava dando vários beijinhos no rosto dela e é desse jeito q sou tratada, virou crime ser carinhosa 😡😡 ",0
"jicuca é um bicho chato pra caralho, bom dia.
",0
"72% dos refugiados que vieram aos EUA (3/2 à 11/2) durante o IMPED. LEGAL são de 7 países: SÍRIA, IRAQUE, SOMÁLIA, _ ",0
@user que lugar da vila olímpia??,0
@user mas pode divulgar assim?,0
@user vou abrir o olho e não à comprar ultima da hora,0
rt @user ✌️ thread de pornozão sapatão pra vc siriricar na madrugada 👅,0
"@user @user pois é amiga ?? o pior q o q esse estrume falou tem um fundo de razão, ela ficou famosa por botar chifre nele mesmo, mas pq o amante é famoso ????????",1
"porra, fiquei bêbado ontem kkkkkk. ainda bem que eu não acordei com ressaca hj",0
Vai começar mais uma sessão de torcida contra o Trump no @user ...,0
@user caraio,0
Pq sapatao paga tanto pau pra kristen stewart???? Sinceramente acho ela bem sem gracinha,1
que ódio eu tive um john mayer kkkkkk,0
RT @user União Europeia ameaça com sanções países que não recebem refugiados  #G1 ,0
Bancada evangélica.... kkkkk A bandidagem mora lá,0
"@user mano, tu nao descarregavas musicas há 10 anos atras? all in não, mas acho que vale tar de baixo de olho",0
eles vão enterrar né? link,0
@user @user @user @user Estava a falar do Félix porque é um caso disto mesmo e o tweet inicial era sobre o Félix. Querias que fosse falar do quê? Do Ronaldo?,0
rt @user sempre tem aquela pessoa que tu sabe que a desgraçada é falsa mas tu gosta da fdp 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️,0
"@user comprando os pés de galinha e o rabo do porco para o almoço. claro q dá, pq agora é o governo do amor.",1
putz outra meta agr vai ser tirar uma foto com um anão trapstar,0
"mas tá aqui comigo, sou seu idiota favorito",0
"Deve-se, antes de formar uma opinião, analisar o histórico de quem semeia a notícia! Nas redes sociais, existem pessoas que tem boa cultura, entendidos em muitos assuntos, que são ""contratados"" para escrever, seja pró ou contra um individuo ou instituição!",0
E bem feito pra quem votou nesse traste,0
rt @user mais pode até fala de mim tô nem aí 🎵 ,0
Profeta dos estúpidos. Se preocupa não. A turma do Tramp vai manipular as eleições lá também,0
mentindo igual a bruaca da foto pq quem que paga 25 reais num drink na trajano? tenho pesadelo só de pensar nessa possibilidade link link,0
@user kkkkkkkkkkkkkkkkkkk que caos meu deus,0
rt @user eu morro ali msm ,0
"antes eu tava rezando para as aulas voltarem logo, agora que a greve acabou to com o cu na mão kkkkkkkkkkk boa monstro",0
"Meigo! 
Nada como um bom e forte capitalismo de estado. ",0
queria tanto um milagre na minha conta bancária ?????? nct dream faça alguma coisa,0
perdi partida de 11 kills faltando 20 caras pra 2 bots com 0 kills de robô. grande dia @user  vai se foder arrombada,0
"BOM DIA @user
MAS O SR. NÃO PRECISA ENCONTRAR JESUS
PRECISA ACHAR É UMA BOA CLÍNICA PSIQUIATRICA
BOA SORTE #PAZ",0
gente????????? que escroto,0
"E tbm pelos refugiados, por qm não tem casa, pelos q passam fome, por qm foi abandonados pelos pais ou familiares e enfim por todos q sofrem",0
"sapatella n茫o para de me mandar e-mail com promo莽玫es entendam
eu 
n茫o
tenho
um
puto",0
@user tipo o sigilo que esta quadrilha ja colocou ... abram estes números destas viagens infinitas a preco de ouro. palhaçada,1
não recebo notificação de nada nesse site lixo que ódio,0
rt @user o ponto ideal da carne é no pasto mugindo ô fdp ,1
pqp heiin,0
enquanto + enrola menos interesse eu tenho,0
"q ódio da prr, alg me chama pra jogar pqp",0
"@user @user , telespectadores da globolixo , só espalham ódio, desinformação , inveja , armações covardes e mentirosas ... sai dessa vibe !!!????????????????????????????",0
ent茫o basicamente o reggie enche o saco da joelle pra um CACETE pra quando ela finalmente faz o que ele quer o bicho simplesmente faz um ghosting sinistro com ela,0
quando a vontade bater — vou chamar pra fuder ,0
caraca minha sobrinha é perfeita demais mano,0
krlhooooo achei pohaaa vtnc mundo eu sou foda,0
Dois divos 💙,0
"cara eu to decidido eu vo vira engenheiro da computaçao pra monta uma loja igual a do cara que roubo meu processador 
e nao vo rouba o processador de ninguem filho da puta voce acabo com a minha vida",1
@user costaa,0
qual eh a diferença me expliquem link,0
rt @user um tempo atrás eu vi esse documentário que explica bem #salveaterra ,0
@user manda,0
nossa mano minha tia eh um sacooooo que burra chata do caralho vai cuidar da sua vida,1
"a cindy tirou a curtida porque tava recebendo hater,tá feliz surtada do caralho?",1
Fiquei emocionada,0
"Leia a conversa da SÁBADO com o presidente do PNR, @user sobre o @user ",0
"porra, as meninas estão deixando o placar alargar muito, q isso",0
"ainda tem idiota que fala que  so é  futebol, nunca sera so futebol💚🇳🇬🚀🚀🚀 ",0
"Feliz dia do ""essa é puta"", ""essa é vadia"" ""essa é feia"" ""essa é gorda"", huuuuum essa é gostosa. Feliz dia do... ",1
rt @user gata pra caralho ,0
"come carregador come fecho das minhas mochilas/bolsa, come meus absorvente, calcinha, escova e agora ela acabou de comer os dois miojo que comprei tnc chegahhhh",0
#lulapreso,1
"o pai de família trabalhando no ifood, testando remédio...

caralho essa série é boa demaaaaaais!!!!",0
"coidado 

não dá, sério ",0
mas pelo menos eu n fiquei c cu na mao ne,0
"m.r - muito louca, estou me aproximando agora, só gosta de gordo kkkk",0
Joice a traidora,0
e o pedro q postou a foto da ***** e eu não sabia se babava nele fazendo aniversário do mengao ou nela,0
"Os dois babacas traidores do povo de bem ,dois inúteis",0
rt @user meu sonho é ver esse tema como recebimento do time ,0
@user esperando essa pessoa deixar de cu doce ,0
já foram dá views em epiphany hoje? não? porra army,0
"tô nem aí pra exol chorando, quero ver é taemin e ten juntos",0
caralho não aguento mais todo mundo falando de curso e eu não sei que porra é essa caralho ,0
"solta o fav @user
- primeira impressão: chata mimada
- nível de proximidade 19000009
- gosto de você:gosto
- considero:best
- onde conheci:clg
- pra ser honesto namora cm o Rafa logo carai",0
@user chupa-cu de goianinha,0
Estou me sentindo enojado ...,0
"@user pqp simmm, meu pai do céu eu n presto p passar por esse tipo de coisa n na moral",0
"rt @user @user geral magrelo , só feiao na foto ... mas o incrível é que a tropa já fazia sucesso 😁",0
frio toxico do caralho,0
eu mesma acho q vc é um escroto,1
"gente, esse calor de hoje me fez perceber que não tô preparada nenhum pouco p verão, vou precisar de praia todo santo dia porque pqp",0
@user é oq eu tô pensando??????,0
"Para variar da política...
(Díptico em acrílico: Velas na praia) ",0
"vlw pai, terminou de fuder meu dia",0
LEVE-O PRO PUTEIRO SE ELE ENTRAR NESSE CAMINHO DE LOL O SR. NUNCA SERÁ AVÔ. BOA SORTE.  #JoaquinResponde ,1
coisa mais linda da minha vidaaaa🌷🌷🌷,0
@user feminismo é massa de manobra da esquerda...e nao tem como elas negarem isso..tb nunca vi contra o F _ ,0
"RT @user Orgulho em @user na #ONU? Nunca! O confronto político do nosso tempo é entre o Nacionalismo e Globalismo.
htt _",0
rt @user casal moderno é composto por uma pessoa que ama cachorros e a outra também pq se vc não gosta de cachorro vai tomar no cu,0
2 pessoas super inteligentes...,0
é tão ver que tenho pessoas q se importam cmg ??,0
"tony tem se sacrificado desde o primeiro iron man, ele entra em um buraco de minhoca pra salvar ny, uma cena deletada de im3 ele tira o reator pra salvar um garoto... o mito do tony parar de ser ego铆sta em endgame ja 茅 horr铆vel, agora, que 茅 gra莽as ao pai abusivo dele j谩 茅 for莽ar ",0
"Passivo sofrendo no pau do negão. Olha o tamanho desse pau.

@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user ",1
@user zero empatia dessas duas. por isso é que jamais irei estudar para fora do porto. minha rica casinha.,0
"meu valor no twitter é: r$3,236.46 ?? link link",0
Tem que prender por incitação a violência.,0
dia de faxina ????????,0
"@user eu o mesmo, lembro com 5 anos e eu morrendo de rir com eles na tv. a grande família virou moda agora, todo mundo gosta 🤢",0
Parabéns,0
@user não sei oq pensar.,0
"friaca do caralho e eu já querendo ir pro jogo, vamoooo!!",0
@user quero que as do geminifourth seja tão boa quanto porque se estragarem o desenvolvimento do meu casal pra colocar um plot lixo pra eles eu vou coringar,0
eu nao to botando fé que essa caralha sempre aparece toda santa vez vai toma no cu pra lá,0
"Esses traíras, só pendurando pelas bolas e deixar lá, até encostar no chão....🤦‍♂️",0
@user faz e posta pfv vc,0
grande dia ex-assessor de bolsonaro preso pela pf quer confessar fraude em cartões de vacina e apavora a facção bolsonarista. #gasolina,0
Que ridículo,0
"Moro em Portugal a anossssss, e todo esse MIMIMI brasileiro, pq o Presidente chamou GRETA de pirralha, não afetou a imprensa internacional. Eu acrescentaria: pirralha, chata e manipulada. A Europa vê essa adolescente, que esse ano não frequentou a escola ( para espanto da maioria), com certa desconfiança o que há por trás de tudo isso, quem financia viagens e o próprio sustento de GRETA e pais??? Pois os pais deixaram de trabalhar para acompanhar a ninfeta prodígio!!!!",0
"rt @user existe um boato bom sobre a libertadores no fifa 20. mas esse eu nao posso falar, porque ainda nao tenho certeza. tenh鈥�",0
Lula Livre Lula inocente moro chefe de quadrilha moro o povo que saber do Queiróz da Mariele,0
Escroto...,0
eu sou um lixo mesmo que ódio,0
"@user mas responder no whats que é bom, não responde né fdp",0
"rt @user maldito é o homem que confia no outro, atividade com as amizades!! jesus não foi traído por um desconhecido. bom dia s…",0
"Confesso a minha cotovelite. Não que não fosse capaz de escrever um livro mas por saber que, se o fizesse, não teria amigos para o comprarem",0
"@user Acho que ainda é só uma oferta, não está certo, mas sim é um desperdício, tal como o Witsel, o Jackson, Óscar, Ramires...",0
"assistam jogo perigoso, pqp!!!!! esse filme é mt bom",0
puta que pariu to acordada mas eu não queria,0
"@user eu particularmente não gostei pq é em forma de documentário. pelo menos o início que eu vi era assim, infelizmente não prendeu minha atenção.",0
"@user @user ô vagabunda, te amo, te considero irmão puta",1
rt @user #stfvergonhanacional é simples. ,0
"@user vsf, esse cara é muito foda",0
Esse cara não consegue passar um dia a fazer merda!!!,0
"@user @user @user então bora ir meus amigos, tá na hora de acordar esses bagre",1
Amém que Deus cubra de bençãos vcs e que dê dicertimento pra poder lidar com todas essas afronta dos esquerdista.,1
vocês pagam pau pra umas pessoas mo nada haver,0
terminei o estágio mais cedo link,0
"🇧🇷SDV DE DIREITA🇧🇷
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user
@user",0
mds eles vão transar no estacionamento,0
@user @user kkkkkkkkkkkk 300 mal paga uma cesta básica. que ódio,0
matar loki dessa maneira ridicula vai se fuder,0
💩💩💩💩💩💩 desgraçado,0
RT @user @user feliz dia das mães só pras mães de familia tradicional,1
Não acredito que perdi... Deve ter sido um show de entrevista. Nadia Nagle 🌺 e Eduardo Bolsonaro🔰,0
"@user @user @user em breve, os  militares   vão colocar ordem.",0
não respeito paulista que torce pro flamengo,1
"sua voz me irrita, demônia",0
Parabéns guerreira.... gritar de peito de fora no meio da rua nun país onde a mulher é livre é fácil..quero ver lut _ ,0
"@user esse povo se faz de iludido e burro para viver! só pode! ""chora globo""? por jesus! esse está igual ou pior que o constantino na época do bolsonaro!!!",0
"É AMANHÃ! @user e @user se enfrentam no Indepa, e na Rádio de Minas a bola rola cedo:

🎙 13h: Bastidores
⚽ 14h: Bola Premiada
📻 16h30: Jornada Esportiva
📽 19h: Atlético x Cruzeiro

SINTONIZE! @user @user e todo o Primeiro Time do Rádio te esperam! 😉 ",0
cara esse video é mt escroto mas eu rio tanto com ele kkkkkkk n sei explicar,0
Alguém consegue ver #ThisIsUs sem chorar litros?,0
RT @user Comentarista da Globo News tem orgulho de posar ao lado de homem que fez parte de uma organização terrorista q matou m _,0
"ahhhhhhhhh que isso cara, vai tomar no cu!!!!!!!!!!!! 😭💔😠😠😠 uma senhora!!!!!!!",1
"rt @user vidro fechado e insulfilm, pau quebra...😡💘 ",0
"@user depende do tipo da relacionamento, né. até pq o que torna um gay, homossexual, é o afeto (paixão, amor) por outro homem. se você estiver falando sobre sexo saiba que está bastante equivocada. sem falar que o b na sigla lgbt não é de britney spears",0
perdoar é muito diferente de voltar a confiar.,0
@user palmeirense já é encucado de natureza kkk,0
rt @user paga de apaixonada no wpp e no tt é a brabona kkkkkkkkkkkkkkkk🤮,1
não me liberou enquete com música*,0
@user nossa a gente fica até com raiva do nada irmão,0
@user é hoje???,0
rt @user direito é para o tabaco...cambada de não fumadores ahahahha ,0
"RT @user @user @user @user burra pq não concordo com vcs? Pensei q a mulher fosse livre. Ah, é...A liberdade acaba quand _",1
"Me perguntando porque o Andrés mandou tirar o “quem matou Marielle” da camisa, pq o Galliotti permitiu um “não membro da comissão” erguer a taça e pq o SPFC, meu time de coração, nunca se manifesta em porra nenhuma. Se bem que com o Leco, tenho até medo. P’",0
"[3/8 12:37] Godoy: Tu era muito feia
[3/8 12:46] Rillary: Falou tudo, eu ERAAAA
[3/8 12:47] Godoy: Eu falei que vc era muito
[3/8 12:48] Godoy: Agora vc só é
 feia

KKKKKKKKKKK EU ODEIO ELE CARA",0
"rt @user #le茫o n茫o sou do tipo que corre atr谩s de algu茅m. mas, se eu correr, 茅 porque a pessoa significa muito pra mim.",0
o crime de ódio vem e tá chegando a foguete,1
"uma das melhores sensações do mundo, é chorar de alegria pela conquista do outro! vc é meu orgulho, eu disse q ia chegar! Te amo absurdos ❤️",0
perfeito demais pqp ,0
"Idolatrar um deus todo-poderoso, um herói ou mesmo um homem genial, é algo que já merece questionamentos.

Mas se teu ídolo é um medíocre, não temos nada mais a dizer.

Você não entenderia.",0
eu tô até agora indignada com a retardada na minha tml dizendo que a leigh-anne não poderia fazer a diana por ter um dom mais claro que o da personagem?? vei n deixa de ser negra ne,0
"Me divertindo muito enquanto hospedo o Primeiro Ministro Shinzo Abe nos Estados Unidos!
 _ ",0
Vou pintar meu quarto de preto e branco,0
"@user ""já bateu a meta de hoje?"" kkkkkkkkkkkkkkkkkkk",0
"Quando tudo estiver muito confuso dentro de você, saia de cena.

Imagine-se observando sua vida de fora. Olhe para você, para aquilo que pensa e sente. Não julgue, apenas olhe e irradie amor e clareza.

Esse é um dos passos para transcender a mente e toda ilusão que ela cria.",0
você é perfeita !!!!! meu maior orgulho do mundo ! ?????????? link,0
@user kakakakakak cade essa lista???? ai as gringas viu pqp,0
"achei que a fã é muito bonita e esse cabelo azul tá perfeito, não vou comentar a arte?????? link",0
@user e por essas e que nao acredito na prisão do bolsonaro,0
"Td dia um merda achando que teremos medo de amea莽a besta. Esse projeto de gente j谩 veio no meu Insta pessoal me amea莽ar, e quando o Eraldo foi tirar satisfa莽茫o ele se borrou td e bloqueou do wpp kk com茅dia.
Pr贸ximo tt soltarei os prints do que ele me disse no insta @user ",0
"@user lend谩rias, maior grupo dessa gera莽茫o!",0
"eai gente quando vcs pensa q ceis eh ridiculo lembra de mim, eu sempre sou mais",0
como universitário eu digo que universitário é uma porcaria,0
Velho maluco tem que botar para a cadeia.,0
@user velho????????? q ódio,0
"@user  as empresas que fabricam CITOTEC, REMEDIO ABORTIVO devem dar muito dinheiro pra essa gente ",0
@user melhoras,0
pastor do demônio,1
"7º BPM 

*GAT II*
*GAT IV*

✔ 01 Elemento Preso(baleado)
✔ 01 Pistola .40 Taurus
✔ 01 Rádio Transmissor
✔ Matéria Entorpecente

*Local: Pocinho (Mutuá)* ",0
"O #BlocoEsquerda, ponta-de-lança na cultura de morte, quer agora legalizar a Eutanásia.
Por mim defendo a Vida e sua dignidade.
@user",0
"se meu pai soubesse como ele faz falta, como a forma que ele me trata afeta minha vida, ele seria mais presente e eu com certeza mais feliz",0
@user sem duvida bárbara .,0
@user tenho consciência absoluta que sou uma gostosa do caralho,0
"quem sonha que ta transando e acorda com vontade? eu, vsf kkkkkk",0
rt @user sou t茫o bonita pra tomar no cu desse jeito no,0
"Essa hora só tem puta e viado online, exceto eu",1
biscoito treloso pqp aaaaaporraaaaaa,0
Espírito de porco. Quanto pior melhor para eles...,0
@user manda esse berrio ir jogar bola porra,0
@user é por isso que não tenho tiktok,0
porra brasil porraaaaa,0
"@user obrigado companheira mas sou mineiro, aqui é torresmo de barriga e cachaça!!!",0
sim eu quero chupar um PAU mas não qualquer chupada quero que minha mandíbula fique dormente e que o freio da minha língua arrebente a ponto de eu não aguentar mais e só parar quando o cara gozar na minha boca e tremer de uma forma que as coxas dele vão fechar na minha cara,0
"Bastaram 4 anos pra ""mudança"" acontecer. ",0
eu nasci pra ser sapatão namoral,1
"não tomou, obviamente. o compromisso deste personagem é com os invasores. essa gente alimenta um ódio doentio contra o agro, coisa do capiroto. link",0
@user @user ta engraçada hein lorena,0
@user credo que horror emils sinto muito amor tomara msm,0
caralho vai se fuderrrrrrrrrrr!!!! eu tenho mto ódio de coach liberalzinho de merda q vive numa realidade paralela link,1
Como assim agora a @user golpista serve pra algo @user ,0
@user @user @user fake viu,0
assistam o filme air! sensacional! mostra os bastidores da assinatura do jordan com a nike. tem no prime vídeo. recomendo demais!!!,0
"@user TOLA, MESQUINHA E ARRUINADA.",0
"Pode falar o q quiser do Lula, mas o cara sabia agradar

Imprensa amava o Lula
Empreiteiros amavam o Lula
Sindicatos amavam o Lula
Banqueiros amavam o Lula
MST e mtst amavam o Lula
Artistas amavam o Lula
STF amava o Lula

S贸 ficou de fora o povo mesmo!!",0
"@user ""faça o l imediatamente""",1
Onde anda o luladrão que depois da saída sumiu o molusco pra ver essa notícia aquele fdp,1
essa porra de remédio não serve para porra nenhuma vai tomar no cu capitalismo,0
"anderson martins no flu, fdp! vai ser cobrado kkkk",0
"@user ai, ce vai falar com as pessoas depois do bate papo? quero demais te dar um abra莽o mesmo",0
Isto mesmo. Esses filhos do Sr. Presidente deveriam ficar mais falados. Vão colocar tudo a perder. Uma lástima.,0
fome da porra bicho .,0
"Meu Deus, não pode ser sério isso!! Numa cidade em que pessoas morrem na fila do hospital! Absurdo!! ",0
@user tá bom lari com sawary,0
me amarro ver você dançando pqp🙈 — legal👍 ,0
