mensagem,odio
vc,0
muito cabeça pessoa,1
gente achar ruim simplesmente perfazer link,1
vtnc,0
dia raiva sdd de ela,1
colonização Brasil,0
dólar 490 hoje sonhar continuar cair,0
fofucho meudeu,0
sinto raiva amar aprecer errar,1
oi amor,1
hoje desisti carreira militar,0
inveja mds recalc,0
nao,0
kkkkkkkkk n ngc q cara maluco,0
cinema n q porrar ir assistir,0
pp dar ruim vo camarote dar ruim vo pista,1
lixil cancronil fezesil,0
amor,1
mau luan marco Rocha kkkkkkkk ngm camisa 3 ano,1
ter inglaterra porra inimigo culinária,0
gente ta saudade bolsonaro kkkkkkkk vsf link,1
tml td pq hr mundo inteiro brigar ingresso pro nct dream,0
10x,0
amar link,0
namoradinha,0
básica,0
lindo,0
soltar green kkkkkkkk,0
tl tar aparecer meme esquisito gnt maluco porra mulher chato crlh q ficar falar c câmera política conteúdo q futebol simplesmente sumir link,1
breguice ter q zico link,0
artista acesso link,0
Deus,0
imagem perfeitaaaaa,0
decisão Moraes devassar dia dia gabinete bolsonaro quebra sigilo link,1
mano pqp trampo foda link,1
amg tirar Jongho mundo surgir explodir fandom link,1
tb pagar,0
depressor coisa pra,0
imagem de ele pra eu assi link,0
aff ódio ir colocar dinheiro bolso burguês acionista link,0
,0
pra contar dedo,1
cidadão ficar mercê marginaisesse país,0
nãaao único curto cantar show dia 6,0
exatamente kkkk ódio link,0
rel Ahshhsgs,0
cortar link,0
ow look em isso importante link,0
pqp kkkkk link,0
dizer penalti ferreirinha grenal campeonato brasileiro terminar ano seguinte ganhar campeonato roubar ai flamengo roubar hahaahaha,0
mercado preocupado,0
mto top né,0
oooooo ninguém saber feira kkkkkk papai noel existir,0
oq tô pensar,0
dia manoo,0
0x726360a9fffeb470324e4e22599caad614de824b,0
duvidar ser vp ter atoa pra viajar pra pra fazer trabalho remotamente comparecer pessoalmente reunião compromisso empresa,0
ovo último,0
puto merda ódio ir pensar desgraçado resto semana,1
dia,0
adorar clima frio,0
turma preocupar gasto admitir fato bolsonaro ser eleger,0
refletir link,0
hora espera aguentar link,0
tristeza tédio,0
desculpa kskskskskskkss,0
voce mt linde deus,0
boy 56 top coisa gostosa vc tar estressado,0
empresa quebrar ficar endividar esforço infelizmente jogar venda ativo custar década investimento abaixo preço mercado época ir retorno,0
lindadezibb,0
ir tirar consignado hoje pra mandíbula fazer pra mover,1
avaliei pretty girls 4 5 estrela link,0
n contar,1
Taylor sonhar presença palco link,0
junho achar cinema link,0
gente precisar entrar portão vir ingresso nx allianz,1
ai gente chegar porra óbvio combinar ódio link,1
Aiiiii q ódio kkkkkk,0
hipocrisia tbm,1
verso pegar mto,0
ódio uber passar dia rodar gasolina começar andar passageiro,0
esgotar ingresso porrar ir matar,0
sopa morcegomara link,0
juventude assistir dilema rede bão bomba,0
milionário José rico vermp3 homeoffice t amo,0
g20 passar ocupar espaço EUA querer afastar rússia importância G7 volta,0
feiao,0
jogar jogo terror jogar redfall kkkk vlw passar,0
Bjir,0
querer doente,0
olhar tmb steam maluco link,0
único bonito ver hoje,0
quel vilain nom hj,0
pequenino caber palma mão bolso link,0
pfreeeeeen amar vida merecer,0
odeiar nao suportar aula homem link,0
coooo,0
negócio preciso aprender música Sidoka ir show pra eu who,0
emprestar oq usar ser kkkkkkkkkkkkkkkkkkk,0
entaar pessoal bolsonaro ta amar paixão ditadura brasileiro mesmo,0
gtnego torturar matar animal prazer gtvalorizando animal,1
cadêr senado federal rodrigo pacheco cara doidão,0
ver lari sawary,0
roupinha link,0
exposed prendar bolsonaro lembrar dividir valor 13 conta décimoterceiro link,0
caldi ter pena,0
dia conto dia estreia filme flash,1
preço barril despencar mercado externo benevolência ai poder baixar estivessem seguir ppi preferir segurar marketing junto politica preço,0
anavitorio jão Jesus link,0
achar qualidade pessoa sentir,1
acordar pra amiga luano jogar hoje né,0
redação militância link,0
frio machucar boca q fiz preenchimento labial errar,1
cara mlk kkkkkkkkk,0
demorar pra perceber capcut tesoura,0
pessoal filme terror pagar preço Bolsonaro link,0
aguentar l link,0
queeo lbamber jisung lambelooooooooo,0
enfim justiça fazer bolsonaro prender link,0
oh povinho limitar,0
bom exagero fato tar aceitável,0
raiva de ele hoje conta,1
ficar olho,0
gasolina barato gás r 100 fazer l imediatamente força pra caralho link,1
jamais never,0
droga baterista link,0
tar fofo,0
resolver rápido,1
sintar vc virar gay,1
facho,0
responder pq joia tar bolsonaro tesouro nacional,0
inter Milão,0
edificar bao dimal,0
começar ficar ansioso pro ciaaa,0
mlk ta trocar,0
coentro curtir,0
Five finger death punch revelar vocalista ivan Moody sofrer complicação recente cirurgia hérnia precisar levar pressa hospital último dia banda cancelar atividade ordem link,1
passar 40 ano investigar lula família lula passar 40 dia encontrar procurar lula família bolsonaro cadeiar cadear cadear cadear cadear cadear link,0
ingresso comprar família nx link,0
fila parar dream eito lasqueiro,0
gostosinhar mudança corpinho,0
pagar lanche pra menina feio pagar guaraná prós pçr dever crime,1
ser ager acordo princípio negócio absolutamente comunicadesde corte cabeloaté linguagem corporal,0
luana fdp kkkkkkkk,0
medo hahaha s brincadeira falar hj c pessoa n esperar q queiroga continuar defender legado bolsonaro ministro fácil pra gente relembrar q fazer ministério link,1
ódio pessoa chegar pra falar cmg responder dia puto merda,1
ódio john Mayer kkkkkk,0
dóir preciso vêlo gatinho garoto especial,1
odio vo q comprar bomba perfeito Akali,0
simplesmente thiago tar falar comigo pq chamar testuda chamei gago pq ehr ficar sentido,1
modelo setor sabesp índice positivo prestação serviço garantir tarifa justo município populoso subsídio cruzado jogo privatização confira link link,0
país inúmero órgão governamental combater corrupção criação braço pequeno suspeito,0
cupom pra ebooks unlimited50 pra lista selecionar link,1
ódio q to alergia,0
fazer faça l link,0
2,0
perguntar copa audiência masculino feminino pfvr né,0
icms né refinaria tb refinaria Bahia vender preço banana hoje gasolina cara,0
renan link,0
ato obscuro integrante stf conseguir nenhum ilícito presidente Jair messia bolsonaro esposo Michelle bolsonaro verdadeiro vergonha integrante stf atual link,0
achar rolê julgar aparência estereótipo passado,0
rapaz tar faltar pauta hein,0
carai odeiar mina,0
ser consiger tacar fogo escola,0
significar suspeitar abin gsi servir pra general heleno passar vergonha,0
enqto veraneiam hotel alto luxo custa pagar 57 suíte coroação rei Charles mole q mega criminos gastar mts imposto taxa vir brasileiro juntamente inúmero empresa falir dia dia link,0
metade tar passar rua amor kkkkkkkkkk,1
link,0
encarnar olho cu levar enrabadela,1
link,0
morrar trocar personalidade rápido digitar acompanhar pedido pessoa físico jurídico bom amigo terapeuta assassino aluguel,1
tortura faca comprar,0
crédito bancario,0
n escutar,0
kigater vc,0
juro odio to uhuu link,0
opinião nao advogado,0
Faaaaaaaaaaaaz l link,0
piada hora,0
ta web namoro link,0
jqhejqjf q tonto,0
estragar dia hj link,0
pênis gostar calcinha,0
ter botar fé joguinho jedi grande fã star Wars surpreender fazer história souls light,1
r 260 quilolink pescoço pescar Simmm link,0
kkkkk,0
definir considerar sorriso bonito,0
adorar instalock sage,0
respeitar lixo,1
inútil sirvo pra trabalhar produção perguntar sirvo pra sair beber pq q,1
querer rampa cefet esquina casa,0
Andressa música importar quantas escutar ir enjoar,0
prender tomar surra pra andar vida,0
governo bolsonaro pagar r 260 quilo pescoço galinha indígena Amazônia link dinheiro alimento tribo indígena desviar lavanderia Jair comparsa haver pastor gandaia,0
januário privado,0
falar lula Frank sinatro lula gosto brega bregoso,0
veia ta maluco,0
correr,0
oi Deus,0
pfvr,0
brilho olhar link,0
sdds,0
fodi prova,0
precisar esperar bastar petrobra governo dilma,0
gente aceitar coração continuar abrir,1
ver,0
Pedro dar pra fedida apostar qlqr voltar fedorenta,0
mente abrir ideia jamais voltar tamanho original albert einstein,0
caminhonete sujo cheio ódio link,1
abrer ir abri ter instagram ver storie pessoa postar,1
frio caralho academia tomar cu pra arcondicionado frio,1
único lixo mentir,1
medica Mariáh doidinho kkk,0
botar ônibus pra passar aleluia,0
irmão tar virar doente apostador kkkkkkkkkkkkkkkkk q ódio,0
independente cor loola escolher vassalo obediente link,0
time possuir ataque poderoso caso jogador extra classe hora perder elenco,0
aula calculo grego,0
fiz merda aparecer 12 hora liguar pra polícia,1
governo bolsonaro acusar superfaturar compra carcaça frango indígena link,0
amg tar doido pra bct,0
manar cara conseguir comer mulher de ele cara orno ser repórter perdoar meter processo sertanejo homofóbico pessoa precisar pagar bo,1
nao pra ir almocar garfo mao caneta fazer trabalho faculdade,0
parar k9 irmão vc,0
falar deus pra acreditar né destino enfim tô onda,0
lixo,1
erro humano pé pra amortecer queda celular,0
passado sp fila,0
punk russo kkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
cara avó irene,0
calmo amigo livrar bolsonaro condenad9 ficar inelegível correr risco ficar tranquilo,0
vc qndo acordar,0
enterrar né link,0
tar liberado espionagem Brasil link,0
flaconete 10ml dar p tirar ar extensor jurar q precisar,1
link puder ajuda,0
casal recepcionar shopping barra salvador ba população lul Janjão 171 vinr aliás população link,0
elogiar caráter ocorrer kkkkkk to feliz,0
gostar dorzinha ficar braço,0
nct ta postar insta,0
decidido largar estudo virar stripper,0
Março lari sawary,0
bolsonaro voltar,0
mataca,0
fã de ele maluco pq acabar gostoso link,0
amiga lerdo,1
fraude eleitoral vc acusar oposição complô rapaz vc turma cassar corrupto vc dever política,0
lkkkk maluco gastar 12 milhão cartão corporativo imaginar petista defender xingar bolsonaro gastar 4 milhão kkkk,0
muito saúde pra ami,0
ansiedade milhão p dormi noite doido p p maraca começar gelar,0
q coitar link,1
dia acelerar Biel bater oh carro,0
bôa acabar poster nightcore link,0
ver testamento apóstolo paulo chamar nero genocida apóstolo pedro chamar nero ladrão apesar nero crucificar jogar cristão leão Satanás cegar cristão hoje ficar brigar causa lula bolsonaro link link,1
simplesmente inventar festa surpresa pra rafaela hoje aniversário de ela amanhã,0
ummmmm arma pra vcs desarmar interessante mundo paralelo soberane,0
juro alto mundo levantamento país aparecer lista juro economia pro Brasil avançar juro precisar baixar saiba link link,0
amg achar q vc precisar terapia pensar igual kkkkkkkk,0
desisti tentar ir ódio,0
fdse mercado bom pra eu pro ain mercado pro mercado qr se ser detrimento mau gado q defender mercado,1
indicar advogado pessoal stf Lulinha força político governo esquerda né petiste,1
ter vir parolo aldeolatriste,0
porra ce bonito pra caralho pqp,1
Alexandre Supremo Supremo Brasil fadado fracasso causa riqueza mineral causa coração ganância riqueza arrogância caráter poderoso controlar nação explico link link,1
querer rodízio comida japonês,0
uhuu vadia odio ir desmaiarwjjwk,1
vetar jurídico link,0
concordar plenamente kkkkkkkkk,0
força ódio link,0
quase morri p descobrir q asma,0
retrasado sobrar 50 real trabalhar igual filha puta resolver cinema gastar 30 real cheguei casa ter acabar gás ficar,1
34 ano duilio trazer,0
ahhhh pqp dar,0
bolsonaro roubar narrativa esquerdopata link,0
dia bom,0
enquete apontar preferência consumo rádio 2023 receptor fmam liderar link,0
pedo link,0
,0
Pref Ricardo nunes eleitor dar voto candidato apresentar solução concreto confisco 14 aposentado pmsp wx,0
vontade comer link,1
165 1131 Luana amiga 165 1131 luana oq ir falar 165 1131 Luana pra procurar tratamento psicológico 165 1131 Luana pq precisar 165 1131 Luana 165 1133 luana ir falar procurar tratamento psicológico,0
algoritmo twitter fazer l link,0
odd 5 pro real madrid hoje jogar troquinho time pacto maluco,0
pf procurar bisteca bolsonaro sumir link,0
amer sinusite pq ir assoar nariz sair litro sangue tweet contémr ironia dose exagero,0
trocar bilhete coldplay dia 21 porta 14 porta 10,0
ultimamente ar 3,0
to episódio the office q Michael prometer pagar faculdade aluno escola to derreter cringe deus to morrer vergonha alheio ir enfiar cara buraco ta doer,0
fi rihanna feiic tar dd,0
amar rapaziado,0
bemvir gigante Luis inácio lula Silva,0
sério especial link,0
tô destruir ehr simples resfriar dengue covid,0
amor link,1
deus montagem rei leão Aaaaaaaaaaaaaaa tô pobre dinheiro pra pra Paulo mes deusssssss,1
cara verme mano saber merda falar pq gente comprar ficor triste pq geralmente comprar ta desesperado buscar solução pra sair buraco cair isca de esse ver,1
bolsonaro cadeia link,0
cara amor amooooor Deeeeeus,1
espionagem ministro Supremo presidente república respeito poder algum saber acontecer 4 ano governo bolsonaro especial eleição algum saída país,0
migué pra ficar cmg parar acabar Migué kakaakk,0
acordo bolo forte p ideia clareiar,0
link,0
qg mandar mãe engavetar clipe nu link,0
ostentar rede social viver calçada pra Internet vizinho,0
Júlio,0
dever atitude tomar cara bgl difícil,0
tar tirar foto trabalho percebi q tar grau q ódio,1
so,0
declarar ódio Marcelo,0
passar dor outro corpo ódio,0
pena ver,0
100 neta link,0
fuder q mano pra rede pra ficar sentar,0
processador intel core i7 10700f 290ghz 480ghz turbo 16 mb reduzir r 188910 vista 455 10x r 20990 r 209900 queda r 9000 1212083 gmt Magalu 20gpubipolar link link,0
quanto pessoa band mandar record espn mandar quantas,1
atrapalhar vida carro,0
primo casar Maria macha kkkkkkkkkkkkkk,0
fuder voz Mikey link,0
pra link,0
gerar crise horroroso comigo palhaçar,0
qndar,0
freen ganhar deus levar premio,0
lindona,0
parabém presidente cumprir promessa campanha abrasileirar preço combustível pra fiz l,0
ter resumo esconder resumo cortar vontade gente ir reclamar estar escuro cortar cena regiane falar helena,1
concordooor,0
pronto n tar forçar amizade incitar hate toa,0
ir achar algum falar tb,0
mosr afastar espionagem Michele bolsonaro link ver,0
bolsonaro cadeia link,0
link,0
cheguei,0
inveja,0
pecar rir sombra forçar chorar,0
Adolfo barriga dágua queixo pau flamengo precisar d vc hoje Pedro queixudo esperar q vc invente d abrir live desfalcar time parabéns time krl jogar ruim ciscar linha d fundo pra vovó,1
começar face colocar lembrançascheia d ódio hj ir treinar noite tbm pra passar,0
leoni besto msm né,1
juro enter pai tô fazer trabalho reclamar tô fazer trabalho reclamar ajudar casa reclamar ajudo reclamar igual fuder bom caralho,1
mds comentário gente recomendar terapia mdss link,1
igualmente,0
ficar resgatar passado q lógico qm aguentar,0
honrar camisa pouco,0
coisa trabalho ti ser jovem aprendiz terminar facul achar emprego mesmo,0
todinhar link,0
bater palma pra doido dançar mano jeito,0
link,0
achar lindo amazona,0
esperar q puta desgraçar matar,1
útero,0
oi amg acaso vc caixa filipina abrir,0
orgulho menino link,1
ódioooooooo link,0
eito gosta música,0
obrigadaaaaa,0
podre,0
tbm mano odio,0
ronaldo inter bom,0
profissão cobrador ofício extinguir infelizmente procurar qualificar mudar atividade profissional,0
silêncio fofoqueiro,1
pq nao conseguir amg gente ser ex mds nao querer afastar 100,1
difícil pra croped,0
tar esperar chamar,0
durante governo bolsonaro deixar crime,0
postar tweet abrir porteira homem prepotente machista chato pra caralho,1
aparecer clipe jaded link,0
link link,0
q ódio tô ser lixeiro vulgo neo química domingo,0
perna misericórdia kkkkk,0
kkkkkkkkk tomar vergonha cara velho vagabundo,1
tir mão eu tirar mão eu pagar caro combustível empresa distribua bilhão bilionário,1
bolsonaro reduzir preço combustível lula entrar subir preço baixa bonzinho esquerda,1
atual presidente stm dizer 9dedos sonho sociedade justo bolsonaro deixar conta público azul caixa 59 bilhão rato derreter 200 bilhão dar dinheiro pra argentina calote pq quebrado,1
menina cobrar devolução sinal q pedir pra desistir desistir sinal volta sinal devolver gnt,1
falar merda endiabrado,1
vir pro vila refazer dupla ralf,0
uau ursinho thats so Mosquino mlr saber Jeremy sair querer pq saber ir vir palhaçada,0
achar real,0
ver falar regularmentacão pq nenhum político falar regularmentacão futebol existir pesar bagulho sério clube dever apresentar oficialmente valor venda receita dívida permitir sócio torcedor votar,0
seminário estar climão professor ppge imaginar rolar reunião departamento,1
hj q prender bolsonaro Michele tic tac,0
de esse desgr4ç4d4s fã ser ódio,0
velho desgraça cuidar vida,0
enfim hora almoço fome ó,0
Jackson Brasil Alok estranho,1
aula semanar triste,1
vc,0
domingo culto falar Abraao ló mto cirúrgico vínculo pessoa q rodeiar caminhar,1
24 veado jogo bicho,0
sigilo cartão corporativo,0
chegar,0
puto sacanagem versim,0
Brother,0
fuder kkkk,0
oh face azucrino twitter indicar ad de ela liquid harusan ir comprar pc liquid 2 motivo 1 dinheiro 2 dinheiro droga haru san,0
serio olhar mn,0
pelotuda link,0
claro hehe achar incrível espécie,0
quinteto formado preparar 5 g pq foto carregar,0
perfectoindiferente sy 2327303542o importante seguir fluxo vida inúmero experiência adquirir mesmo y vida seguir,0
moro proceder adequadamente várias situação pós saída judiciário traição brasileiro presidente dever lembrar entanto morar mau ser chegar mendes,1
pq compromisso tar trânsito carakho,0
mundo ilusão viver querer,0
nojo de ele vídeo ex de ele dopar dar ombrada em ela sorrir tomar remédio pra dormir imaginar homem fazer comigo imaginar casado tar maluco tô nojo de ele,1
reprovar psicotecnico,0
boy compror site pra mercha link,0
Petrobras governo bolsonaro estadão defesa bolsonaro Paulo guedes perseguição estatal goiás Barroso datena Cristãos jornal nacional link,0
n sentir dor tlgd pra cicatrizar Boaaaa,0
chorar mt agr,0
tô nota 486 fiz merda algum uber fdp dado 1 estrela hj vir uber merda pra eu link,1
dia chorer,0
pensar legítimo trama pano,0
caiar n trabalhar n,0
plmds filme n acabar inferno aula chato,0
parabéns família tamo junto ai,0
namjoon ser constante lindo,0
demonio so matar mundo possuir corpo morto de ele zumbi feio dms mau dar nome direito pro demonio pra gnt entender demonio pq hierarquia alto filme exorcismo papa,1
vsffff so felca prame rir,0
perguntar dia,0
equipa evacuar imola risco inundação circuito gp risco semana link,0
senador pachecode bom maneira hábil lembrar mineiro falar mole uai astuto senhor serele simpático ter alinhar colega respeitar dar,1
ipad ir monte desenhinho link,0
ai sinceramente ter 30 pouco palhaçada instagram vcs tiro ver Mary q senso,0
saber informação iludido útel governo,0
ódio de esse dia com si concentrar,0
vontade mudar cidade passar,0
Moraes acompanhar atividade gabinete bolsonaro Michelle 2021 revelar folha Spaulo hora Brasília link,0
direr link link,0
morrar tentar jogar hate pessoa pra mulher odiar conseguir amar cara de ela ódio aaa link,1
ficar feliz dia anomalia sair ar link,0
ódio q tô sentir pqp,0
fotão legal clube torcida mesmo sintonia continuar,0
tar viadagem levar pro outro tmnc,0
erro Warriors poole penalizar Draymond Green dps soco independente certo companheiro time jogar disputar título junto dar desmotivado jogar link,0
pertinho casa querida ir,0
lei acesso informação estuprar governo bolsonaro lula link,1
confirmar leonino piores,0
berserk 2022 lir,0
puta parir fude caralho ódio fudeeeee,1
fiquei bobo,1
odio mortal seguir nn remover seguidor,0
pau cu especulador rentista,1
pobre n sol q tar tirar foto link,1
pra superar,0
cínico,0
masculinidade frágil,0
desejo pra larisso esperar q fazer igual carla d fiquar atrair hate pro Fred pq ir ficar pistola fred cara foda merecer relacionar criança,1
psg tirar destaque man city jogador alvo diretor Luis Campos link,1
fafá romântico,0
procurar exu existente imagem exu Marabô lembrar sonho procurar significado levei tapa cara link,0
vejer vídeo arreia mão cara ficor q ódiar kkkkkkkkkk lembrança fdp,0
dia pra l pra,0
ignorar sigilo de ele dissimular,0
cara esfaqueio encontrar clínica hahahaha perguntar pro bolsonaro,0
querido marcar tweet achar conseguir responder excluir pq ter cumprir mandar áudio pq deixei vácuo kk ficor feliz alguém gostar voz querer 3 áudio dia lovu link,0
duvido,0
rádio câncer jornalismo pqp escritor matéria comprar diploma considerar fracassado,0
dia passar aparência exalar licenciatura olhar pra eu falar professora,1
saí trabalho ir ler materia,0
sair de aí paia,0
hoje dia fimoseeeee link,0
hj Internet cair vsf odio,0
odeio mimi frescura,0
pessoa trouxa enxergar burra defender ódio,1
pra melhorar link,0
ooc sonho encontrar pessoa fechar 118 querer maddie,1
junior to mt chocado,0
certo thirty seconds to mars apresentar Brasil ser ano surpreendente quantidade festival confirmar participação,0
abrar odio deixar serie bom,0
convergente tomar bumbum hj,0
qro matar,0
dispositivo desenvolver originalmente cronometrar relógio atômico chamar pente usar detectar covid19 bafômetro link,0
luly,0
falar algum chnsa filha puta,1
caso alguém querer acompanhar tar repositório projeto link link,0
confio mt universo ajeitar,0
gente tô ir hoje entrevista emprego ansiedade deixar paznão sossego conseguir coisa pazcredo,1
relacionar,0
alg perguntar acontecer falar tom brincadeira chorar kkkkkkkkkk q ódio,0
cei comprar ingresso nxzero tbm caraio mano emo brasileiro ta maluco Memo,0
eu trancar faculdade,0
ai vc 2021 nao achar nenhum crime corrupção ódio monstro Alexandre nao vincular bolsonaro achar bolsonaro corrupto,0
lucas errar figurino mandar desumilde fazer,1
td lembrar morte kevin ficor triste ser parceiro menino maluquinho,1
video q começar tt Vcs Kpoppers q fã bolsonaro espalhar fake news qm mencionar ive discussão vcs n vitimizar fandom pra eu n,0
defesa bolsonaro tar prestes crime cometer efeito colateral vacina chinês,0
freirização educação covardia esquerda 8 ano fhc 8 ano lula 6 ano dilma 4 ano Lula novamente culpado bozo picareta bigodin mamãe votar ladrão merenda né link,1
hj marmanjo 35 ano pedir pra liberar cs horário almoço,0
mandar tênis pra academia precinho adm,0
nao entender empatia prof marcar pra semana ser show lana ter congresso compreensivo link,0
baile charminho mt amorzinho né link,0
Minhe Advogadx tar ir polimetri denúncia incitação ódio,0
ódio link,0
poder Brasil único país produtor petróleo vender combustível altura venezuela oriente médio preço alto respectivo mercado interno,0
inveja filha puta afetar pessoa tar comigo acabar q funcionar,1
tendência consigo negar amar roupa em esse tonalidade,0
dia ter cinquenta tar morrer fome fiquei pensar caraca véi ser pegar ônibus ser compro goiaba né,0
trauma trabalhar pessoa aonde humilhar sensualidade dóir ter rancor ódio ninguém época hoje desenvolvi pq ter passar sofrimento oq p pessoa link,1
dia fofoca diferente ser terapia,0
bolsonaro depor hoje pf investigação suposto fraude cartão vacina link,0
27c Lisboa esquecer pô verão chegar tô saber,0
cornell saber sufocar falar pra ninguém ouça besta,0
flamengo bom elenco q ganhar tdd meter 4x1 hj vms amassar vcs confiar,1
criar coragem abrir saldo conta fds n recomendar kkkk,0
pf achar áudio mensagem aliado bolsonaro confirmar plano golpe link,0
sair pra beijo,0
q,0
feliz flamengo link,0
contar cara prometer porcaria lançar pessoa curter minar hoje causa nostalgia tempo bom lembrança infância hytale Mine pegar época jogo tbm n kkkkk,1
trem novinho metrô sentir tao privilegiado,0
vir pensar Brasil passado implementar trem pq país desenvolvir usar estrada Brasil querer copiar levar conta país ser pequeno estado brasileiro ódio,0
bom lari sawary,0
pegar kkk,0
vir tomar passe dia,0
ai nao pingo paciencia pra homem,0
saudade corpo musculoso ave,0
cirúrgico tragicômico esculacho ninguém santo porra falar simplesmente crime provar eo outro tmnc kkkkk,0
piranha link,1
gratidão 100 mensagem receber instagram whatsapp gratidão,0
votar cola velcro hahahahaha,0
tbm n conseguir site tar lento conseguir entrar fiquei lista espera ardi,0
amor,1
literalmente trolley problem fácil pra dilema éticoutilitário dever puxar alavanca significar salvar 4 pessoa troca descartar possibilidade junto 4,1
cara velhão bobo ch cmg tomar,1
ohooo ocd ante oral compulsive disorder anamatar,0
preconceito gente escrever tcha falar problema escrever ter falar mds,1
esquecer gente briga envolver,1
mudo,0
Maam,0
provar conseguir encontrar nenhum crime narrativa bolsonaro bom Brasil,0
cara fazer início polícia negligenciar dar errar ficar obcecado pessoa inocente deus link,1
tbm ódio olhar levantar ler querido noção,0
chicory Planet of lano fifinha guilty pleasure finalmente totk concorrência livre,0
deus,0
bolsonaro depor polícia federal fraude ministério saúde ver congresso foco link link,1
coletivo imprensa defesa bolsonaro link ver,0
ju chamar dia sorte,0
diaa,0
motivo namorar artista 1 ganhar desenho graça,0
ir show dream,0
fazer l link,0
